99149,"Misérables, Les (2012)","2012-12-25","Tom Hooper","Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Sacha Baron Cohen, Helena Bonham Carter, Eddie Redmayne, Samantha Barks, Aaron Tveit, Colm Wilkinson"
99296,"Would You Rather (2012)","1990-01-01","David Guy Levy","Brittany Snow, Jeffrey Combs, Jonny Coyne, Sasha Grey"
99764,"It's Such a Beautiful Day (2012)","2012-08-24","Don Hertzfeldt","Don Hertzfeldt"
99813,"Batman: The Dark Knight Returns, Part 2 (2013)","1990-01-01","Jay Oliva","Peter Weller, Ariel Winter, David Selby, Michael Emerson, Paget Brewster, Dee Bradley Baker, Frank Welker, Michael McKean, Conan O'Brien, Maria Canals-Barrera"
99910,"Last Stand, The (2013)","2013-01-18","Ji-woon Kim","Arnold Schwarzenegger, Forest Whitaker, Peter Stormare, Eduardo Noriega, Luis Guzmán, Sonny Landham, Jaimie Alexander, Johnny Knoxville, Chris Browning, Zach Gilford, Harry Dean Stanton, Rodrigo Santoro"
99917,"Upstream Color (2013)","2013-04-05","Shane Carruth","Andrew Sensenig, Shane Carruth, Brina Palencia, Amy Seimetz, Thiago Martins"
100044,"Human Planet (2011)","2011-01-13","Nicholas Brown","John Hurt"
100163,"Hansel & Gretel: Witch Hunters (2013)","2013-01-25","Tommy Wirkola","Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala, Derek Mears, Peter Stormare, Rainer Bock"
100383,"Side Effects (2013)","2013-02-08","Steven Soderbergh","Jude Law, Rooney Mara, Catherine Zeta-Jones, Channing Tatum, Vinessa Shaw"
100714,"Before Midnight (2013)","2013-05-24","Richard Linklater","Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick"
101088,"Stoker (2013)","2013-03-01","Chan-wook Park","Mia Wasikowska, Nicole Kidman, Matthew Goode, Lucas Till, Alden Ehrenreich, Jacki Weaver, Dermot Mulroney"
101112,"Oz the Great and Powerful (2013)","2013-03-08","Sam Raimi","James Franco, Mila Kunis, Rachel Weisz, Michelle Williams, Zach Braff, Bill Cobbs, Joey King, Tony Cox, Abigail Spencer, Bruce Campbell, Ted Raimi, Martin Klebba"
101142,"Croods, The (2013)","2013-03-22","Kirk De Micco","Nicolas Cage, Ryan Reynolds, Emma Stone, Catherine Keener, Clark Duke, Cloris Leachman"
101362,"Olympus Has Fallen (2013)","2013-03-22","Antoine Fuqua","Gerard Butler, Aaron Eckhart, Dylan McDermott, Rick Yune, Morgan Freeman, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Sean O'Bryan, Robert Forster, Ashley Judd"
101525,"Place Beyond the Pines, The (2012)","2013-03-29","Derek Cianfrance","Ryan Gosling, Bradley Cooper, Eva Mendes, Ben Mendelsohn, Rose Byrne, Bruce Greenwood, Ray Liotta, Dane DeHaan"
101739,"Evil Dead (2013)","2013-04-05","Fede Alvarez","Jane Levy, Shiloh Fernandez, Jessica Lucas, Lou Taylor Pucci"
101864,"Oblivion (2013)","2013-04-12","Joseph Kosinski","Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough, Melissa Leo, Nikolaj Coster-Waldau"
101973,"Disconnect (2012)","2013-04-12","Henry Alex Rubin","Jason Bateman, Hope Davis, Frank Grillo, Michael Nyqvist, Paula Patton, Andrea Riseborough, Alexander Skarsgård, Max Thieriot, Norbert Leo Butz, Kasi Lemmons"
102033,"Pain & Gain (2013)","2013-04-26","Michael Bay","Dwayne Johnson, Mark Wahlberg, Rebel Wilson, Anthony Mackie, Ken Jeong, Ed Harris, Tony Shalhoub, Rob Corddry, Kurt Angle, Larry Hankin, Michael Rispoli, Tony Plana, Jennifer Nicole Lee, Brian Stepanek, Patrick Bristow, Wladimir Klitschko"
102123,"This Is the End (2013)","2013-06-12","Evan Goldberg","Emma Watson, James Franco, Seth Rogen, Jonah Hill, Paul Rudd, Jason Segel, Michael Cera, Jay Baruchel, Christopher Mintz-Plasse, Mindy Kaling, Kevin Hart, Danny McBride, Martin Starr, Rihanna, David Krumholtz, Aziz Ansari, Craig Robinson, Ricky Mabe"
102125,"Iron Man 3 (2013)","2013-05-03","Shane Black","Robert Downey Jr., Gwyneth Paltrow, Guy Pearce, Ben Kingsley, Don Cheadle, Rebecca Hall, Jon Favreau, James Badge Dale, Stephanie Szostak, Paul Bettany, William Sadler, Dale Dickey, Miguel Ferrer, Xueqi Wang, Bingbing Fan, Shaun Toub, Tom Virtue, Yvonne Zima, Linden Ashby, Spencer Garrett, Mark Ruffalo, Michael Shamus Wiles"
102194,"Mud (2012)","2013-04-26","Jeff Nichols","Matthew McConaughey, Tye Sheridan, Jacob Lofland, Reese Witherspoon, Sarah Paulson, Sam Shepard, Michael Shannon, Joe Don Baker"
102407,"Great Gatsby, The (2013)","2013-05-10","Baz Luhrmann","Leonardo DiCaprio, Tobey Maguire, Carey Mulligan, Joel Edgerton, Elizabeth Debicki, Isla Fisher, Amitabh Bachchan, Steve Bisley, Jason Clarke, Adelaide Clemens, Vince Colosimo, Max Cullen, Kate Mulvany, Barry Otto"
102445,"Star Trek Into Darkness (2013)","2013-05-17","J.J. Abrams","Benedict Cumberbatch, Chris Pine, Alice Eve, Zachary Quinto, Zoe Saldana, Karl Urban, Simon Pegg, Leonard Nimoy, Anton Yelchin, John Cho, Bruce Greenwood, Peter Weller"
102481,"Internship, The (2013)","2013-06-07","Shawn Levy","Rose Byrne, Vince Vaughn, Owen Wilson, Dylan O'Brien, John Goodman, JoAnna Garcia Swisher, B.J. Novak, Jessica Szohr, Max Minghella, Josh Gad, Aasif Mandvi, Will Ferrell"
102684,"Only God Forgives (2013)","2013-06-06","Nicolas Winding Refn","Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Tom Burke"
102686,"Hangover Part III, The (2013)","2013-05-23","Todd Phillips","Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Ken Jeong, John Goodman, Melissa McCarthy, Jeffrey Tambor, Heather Graham, Mike Epps, Sasha Barrese, Jamie Chung, Sondra Currie, Gillian Vigman"
102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)","2013-05-24","Justin Lin","Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster, Michelle Rodriguez, Tyrese Gibson, Sung Kang, Gal Gadot, Ludacris, Luke Evans, Elsa Pataky, Gina Carano, Shea Whigham, John Ortiz, Jason Statham, Stephen Marcus, Julian Stone, Rita Ora, Laz Alonso"
102800,"Frances Ha (2012)","2013-05-17","Noah Baumbach"," Greta Gerwig, Mickey Sumner, Adam Driver, Michael Esper"
102880,"After Earth (2013)","2013-05-31","M. Night Shyamalan","Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz, Glenn Morshower, Kristofer Hivju"
102903,"Now You See Me (2013)","2013-05-31","Louis Leterrier","Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher, Dave Franco, Mélanie Laurent, Morgan Freeman, Michael Caine"
103042,"Man of Steel (2013)","2013-06-14","Zack Snyder","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane, Russell Crowe, Antje Traue, Harry Lennix, Richard Schiff, Christopher Meloni, Kevin Costner, Ayelet Zurer, Laurence Fishburne, Mackenzie Gray, Julian Richings, Michael Kelly, David Paetkau, Ian Tracey, Carla Gugino"
103048,"Kings of Summer, The (2013)","2013-05-31","Jordan Vogt-Roberts","Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman, Erin Moriarty, Megan Mullally, Marc Evan Jackson, Alison Brie, Mary Lynn Rajskub, Thomas Middleditch, Tony Hale, Kumail Nanjiani"
103075,"Purge, The (2013)","2013-06-07","James DeMonaco","Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane, Edwin Hodge, Rhys Wakefield, Arija Bareikis"
103141,"Monsters University (2013)","2013-06-21","Dan Scanlon","Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Alfred Molina, Tyler Labine, Nathan Fillion, Aubrey Plaza, Julia Sweeney, Bonnie Hunt, John Krasinski, Bill Hader, John Ratzenberger, Frank Oz, Frank Welker"
103228,"Pacific Rim (2013)","2013-07-12","Guillermo del Toro","Charlie Hunnam, Idris Elba, Ron Perlman, Charlie Day, Clifton Collins Jr., Robert Maillet, Rinko Kikuchi, Burn Gorman, Brad William Henke, Larry Joe Campbell, Robin Thomas"
103235,"Best Offer, The (Migliore offerta, La) (2013)","1990-01-01","Giuseppe Tornatore","Jim Sturgess, Geoffrey Rush, Donald Sutherland, Sylvia Hoeks, Liya Kebede, Philip Jackson"
103249,"World War Z (2013)","2013-06-21","Marc Forster","Brad Pitt, Mireille Enos, Daniella Kertesz, Matthew Fox, Fana Mokoena, David Morse, Peter Capaldi, Pierfrancesco Favino, Ruth Negga, Moritz Bleibtreu, David Andrews"
103253,"Elysium (2013)","2013-08-09","Neill Blomkamp","Matt Damon, Jodie Foster, William Fichtner, Sharlto Copley, Alice Braga, Talisa Soto, Diego Luna, Michael Shanks, Carly Pope, Jared Keeso, Faran Tahir, Jose Pablo Cantillo"
103306,"Europa Report (2013)","2013-08-02","Sebastián Cordero","Embeth Davidtz, Michael Nyqvist, Christian Camargo, Karolina Wydra, Daniel Wu, Isiah Whitlock Jr., Anamaria Marinca"
103335,"Despicable Me 2 (2013)","2013-07-03","Pierre Coffin","Steve Carell, Kristen Wiig, Benjamin Bratt, Miranda Cosgrove, Russell Brand, Ken Jeong, Steve Coogan, Elsie Kate Fisher, Dana Gaier, Moises Arias, Nasim Pedrad, Kristen Schaal"
103339,"White House Down (2013)","2013-06-28","Roland Emmerich","Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke, Richard Jenkins, Joey King, James Woods, Nicolas Wright, Jimmi Simpson, Michael Murphy, Rachelle Lefevre, Lance Reddick, Matt Craven, Jake Weber, Peter Jacobson, Kevin Rankin, Garcelle Beauvais"
103341,"World's End, The (2013)","2013-08-23","Edgar Wright","Rosamund Pike, Simon Pegg, Martin Freeman, Nick Frost, Eddie Marsan, David Bradley, Paddy Considine"
103384,"Lone Ranger, The (2013)","2013-07-03","Gore Verbinski","Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson, Ruth Wilson, Helena Bonham Carter, James Badge Dale, Barry Pepper, JD Cullum, Saginaw Grant, Harry Treadaway, James Frain, Joaquín Cosio, Matt O'Leary, W. Earl Brown, Timothy V. Murphy, Gil Birmingham, Lew Temple, Leon Rippy, Stephen Root, Brad Greenquist, Rance Howard, Leonard Earl Howze"
103539,"The Spectacular Now (2013)","2013-01-18","James Ponsoldt","Shailene Woodley,Miles Teller,Brie Larson,Kyle Chandler,Jennifer Jason Leigh,Andre Royo,Bob Odenkirk,Mary Elizabeth Winstead,E. Roger Mitchell"
103688,"Conjuring, The (2013)","2013-07-19","James Wan","Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Shanley Caswell"
103727,"Colony, The (2013)","2013-09-20","Jeff Renfroe","Laurence Fishburne, Kevin Zegers, Bill Paxton"
103772,"Wolverine, The (2013)","2013-07-26","James Mangold","Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada, Svetlana Khodchenkova, Brian Tee, Famke Janssen, Hal Yamanouchi, Will Yun Lee"
103810,"Red 2 (2013)","2013-07-19","Dean Parisot","Bruce Willis, John Malkovich, Mary-Louise Parker, Helen Mirren, Anthony Hopkins, Byung-hun Lee, Catherine Zeta-Jones, Neal McDonough, David Thewlis "
103980,"Blue Jasmine (2013)","2013-07-26","Woody Allen","Cate Blanchett, Alec Baldwin, Sally Hawkins, Andrew Dice Clay, Bobby Cannavale, Michael Stuhlbarg, Louis C.K., Peter Sarsgaard"
103984,"Great Beauty, The (Grande Bellezza, La) (2013)","2013-11-15","Paolo Sorrentino","Toni Servillo, Carlo Verdone, Sabrina Ferilli"
104074,"Percy Jackson: Sea of Monsters (2013)","2013-08-07","Thor Freudenthal","Logan Lerman, Alexandra Daddario, Brandon T. Jackson, Leven Rambin, Jake Abel, Anthony Head, Stanley Tucci, Nathan Fillion"
104211,"We're the Millers (2013)","2013-08-07","Rawson Marshall Thurber","Jennifer Aniston, Jason Sudeikis, Will Poulter, Emma Roberts, Ed Helms, Nick Offerman, Kathryn Hahn, Matthew Willig, Luis Guzmán, Thomas Lennon, Ken Marino"
104241,"Kick-Ass 2 (2013)","2013-08-16","Jeff Wadlow","Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Clark Duke, Donald Faison, Christopher Mintz-Plasse, Yancy Butler, John Leguizamo, Jim Carrey, Lindy Booth, Chuck Liddell, Daniel Kaluuya, Benedict Wong, Andy Nyman, Iain Glen"
104243,"Riddick (2013)","2013-09-06","David Twohy","Vin Diesel, Karl Urban, Katee Sackhoff, Dave Bautista, Jordi Mollà, Bokeem Woodbine, Keri Hilson"
104272,"Blackfish (2013)","2013-07-10","Gabriela Cowperthwaite","Kim Ashdown, Ken Balcomb, Samantha Berg, Dave Duffus, Howard Garrett, Dean Gomersall, John Hargrove, Carol Ray, Jeffrey Ventre"
104283,"Wind Rises, The (Kaze tachinu) (2013)","2014-05-09","Hayao Miyazaki","Hideaki Anno, Mirai Shida, Jun Kunimura, Joseph Gordon-Levitt, John Krasinski, Emily Blunt, Martin Short, Stanley Tucci, Mandy Patinkin, Mae Whitman, Werner Herzog"
104374,"About Time (2013)","2013-09-04","Richard Curtis","Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lindsay Duncan, Lydia Wilson, Tom Hollander, Joshua McGuire, Margot Robbie"
104457,"You're Next (2011)","2013-08-23","Adam Wingard","Barbara Crampton, Joe Swanberg, AJ Bowen, Ti West, Amy Seimetz, Sharni Vinson, Nicholas Tucci"
104841,"Gravity (2013)","2013-10-04","Alfonso Cuarón","Sandra Bullock, George Clooney"
104879,"Prisoners (2013)","2013-09-20","Denis Villeneuve","Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello, Terrence Howard, Melissa Leo, Paul Dano, Len Cariou"
104913,"Rush (2013)","2013-09-02","Ron Howard","Daniel Brühl, Chris Hemsworth, Olivia Wilde, Natalie Dormer, Tom Wlaschiha, Alexandra Maria Lara, Joséphine de La Baume, Pierfrancesco Favino"
104944,"Short Term 12 (2013)","2013-08-23","Destin Cretton","Brie Larson, Frantz Turner,John Gallagher Jr."
105197,"Nebraska (2013)","2013-11-15","Alexander Payne","Bruce Dern, Will Forte, June Squibb, Bob Odenkirk, Stacy Keach"
105213,"Don Jon (2013)","2013-09-27","Joseph Gordon-Levitt","Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Tony Danza, Glenne Headly, Brie Larson, Rob Brown, Jeremy Luke, Paul Ben-Victor, Anne Hathaway, Channing Tatum, Meagan Good, Cuba Gooding Jr."
105355,"Blue Is the Warmest Color (La vie d'Adèle) (2013)","2013-10-25","Abdellatif Kechiche","Léa Seydoux, Adèle Exarchopoulos, Salim Kechiouche, Jérémie Laheurte, Catherine Salée, Aurélien Recoing, Alma Jodorowsky"
105468,"Cloudy with a Chance of Meatballs 2 (2013)","2013-09-27","Cody Cameron","Bill Hader, Anna Faris, James Caan, Will Forte, Andy Samberg, Benjamin Bratt, Neil Patrick Harris, Terry Crews, Kristen Schaal, Khamani Griffin, Al Roker"
105504,"Captain Phillips (2013)","2013-10-11","Paul Greengrass","Tom Hanks, Michael Chernus, Catherine Keener, David Warshofsky, Corey Johnson, Chris Mulkey, Yul Vazquez"
105593,"Filth (2013)","2013-10-04","Jon S. Baird","James McAvoy, Imogen Poots, Jamie Bell, Jim Broadbent, Iain De Caestecker, Joanne Froggatt, Shirley Henderson, Emun Elliott, Eddie Marsan, David Soul, Martin Compston, Ron Donachie, Gary Lewis, John Sessions"
105653,"Escape Plan (2013)","2013-10-18","Mikael Håfström","Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Faran Tahir, Amy Ryan, Sam Neill, Vincent D'Onofrio, Vinnie Jones, Matt Gerald, 50 Cent, Graham Beckel, David Leitch, Michael Papajohn"
105731,"Carrie (2013)","2013-10-18","Kimberly Peirce","Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday, Alex Russell, Judy Greer, Barry Shabaka Henley"
105835,"Double, The (2013)","2014-04-04","Richard Ayoade","Mia Wasikowska, Jesse Eisenberg, Chris O'Dowd, Gemma Chan, Sally Hawkins, Wallace Shawn, Rade Serbedzija, James Fox, Craig Roberts, Paddy Considine, Cathy Moriarty, Noah Taylor, Yasmin Paige"
105844,"12 Years a Slave (2013)","2013-10-18","Steve McQueen","Chiwetel Ejiofor, Kelsey Scott, Adepero Oduye, Paul Giamatti, Benedict Cumberbatch, Paul Dano, Michael Fassbender, Sarah Paulson, Lupita Nyong'o, Garret Dillahunt, Brad Pitt"
106002,"Ender's Game (2013)","2013-11-01","Gavin Hood","Harrison Ford, Viola Davis, Ben Kingsley, Abigail Breslin, Asa Butterfield, Moises Arias, Hailee Steinfeld"
106072,"Thor: The Dark World (2013)","2013-10-08","Alan Taylor","Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård, Tadanobu Asano, Adewale Akinnuoye-Agbaje, Christopher Eccleston, Ray Stevenson, Idris Elba, Zachary Levi, Jaimie Alexander, Kat Dennings"
106100,"Dallas Buyers Club (2013)","2013-10-10","Jean-Marc Vallée","Matthew McConaughey, Jared Leto, Jennifer Garner, Denis O'Hare, Steve Zahn, Dallas Roberts, Kevin Rankin, Griffin Dunne, J.D. Evermore"
106438,"Philomena (2013)","2013-11-27","Stephen Frears","Judi Dench, Steve Coogan, Mare Winningham, Michelle Fairley, Peter Hermann"
106441,"Book Thief, The (2013)","2013-11-08","Brian Percival","Sophie Nélisse, Geoffrey Rush, Emily Watson, Nico Liersch"
106487,"The Hunger Games: Catching Fire (2013)","2013-11-22","Francis Lawrence","Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, Philip Seymour Hoffman, Jeffrey Wright, Amanda Plummer, Toby Jones, Jena Malone"
106489,"Hobbit: The Desolation of Smaug, The (2013)","2013-12-13","Peter Jackson","Martin Freeman, Ian McKellen, Richard Armitage, Benedict Cumberbatch, Evangeline Lilly, Orlando Bloom, Cate Blanchett, Manu Bennett, Luke Evans, Lee Pace, Aidan Turner, Stephen Fry, Graham McTavish, James Nesbitt, Mikael Persbrandt"
106491,"47 Ronin (2013)","2013-12-25","Carl Rinsch","Keanu Reeves, Hiroyuki Sanada, Kô Shibasaki, Rick Genest, Rinko Kikuchi, Tadanobu Asano, Cary-Hiroyuki Tagawa, Yorick van Wageningen, Togo Igawa"
106696,"Frozen (2013)","2013-11-27","Chris Buck","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk, Ciarán Hinds, Edie McClurg, Robert Pine, Maurice LaMarche, Nicholas Guest, Fred Tatasciore"
106766,"Inside Llewyn Davis (2013)","2013-12-20","Ethan Coen","Oscar Isaac, Carey Mulligan, John Goodman, Justin Timberlake, Max Casella, Adam Driver, Garrett Hedlund, Alex Karpovsky, Sylvia Kauders"
106782,"Wolf of Wall Street, The (2013)","2013-12-25","Martin Scorsese","Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Jon Bernthal, Jon Favreau, Ethan Suplee, Spike Jonze, Shea Whigham, Kyle Chandler, Joanna Lumley, Jean Dujardin, Rob Reiner, Christine Ebersole, Kenneth Choi, P.J. Byrne, Jake Hoffman"
106916,"American Hustle (2013)","2013-12-20","David O. Russell","Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner, Jennifer Lawrence, Louis C.K., Jack Huston, Michael Peña, Shea Whigham, Alessandro Nivola, Elisabeth Röhm, Paul Herman, Saïd Taghmaoui, Adrian Martinez, Anthony Zerbe, Colleen Camp"
106918,"Secret Life of Walter Mitty, The (2013)","2013-12-25","Ben Stiller","Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn, Adam Scott, Adrian Martinez, Joey Slotnick, Shirley MacLaine, Sean Penn, Patton Oswalt, Richard DeDomenico"
106920,"Her (2013)","2013-12-18","Spike Jonze","Joaquin Phoenix, Amy Adams, Scarlett Johansson, Chris Pratt, Rooney Mara, Bill Hader, Kristen Wiig, Matt Letscher, Olivia Wilde, Portia Doubleday, Brian Cox"
107069,"Lone Survivor (2013)","2013-12-27","Peter Berg","Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster, Ali Suliman, Eric Bana, Alexander Ludwig, Rich Ting, Dan Bilzerian, Jerry Ferrara, Scott Elrod"
107141,"Saving Mr. Banks (2013)","2013-12-20","John Lee Hancock","Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell, Ruth Wilson, Paul Giamatti, Bradley Whitford, B.J. Novak, Jason Schwartzman, Kathy Baker, Rachel Griffiths"
107406,"Snowpiercer (2013)","2014-06-27","Joon-ho Bong","Chris Evans, Tilda Swinton, Jamie Bell, John Hurt, Alison Pill, Ed Harris, Octavia Spencer, Ewen Bremner, Kang-ho Song, Steve Park"
107771,"Only Lovers Left Alive (2013)","2014-04-11","Jim Jarmusch","Tom Hiddleston, Tilda Swinton, Mia Wasikowska, John Hurt, Anton Yelchin, Jeffrey Wright, Wayne Brinston"
108188,"Jack Ryan: Shadow Recruit (2014)","2014-01-17","Kenneth Branagh","Chris Pine, Kevin Costner, Keira Knightley, Kenneth Branagh, Colm Feore, David Paymer, David Hayman"
108190,"Divergent (2014)","2014-03-21","Neil Burger","Shailene Woodley, Theo James, Ashley Judd, Jai Courtney, Ray Stevenson, Zoë Kravitz, Miles Teller, Tony Goldwyn, Ansel Elgort, Maggie Q, Mekhi Phifer, Kate Winslet, Ben Lloyd-Hughes, Christian Madsen"
108727,"Nymphomaniac: Volume I (2013)","2014-03-21","Lars von Trier","Charlotte Gainsbourg, Stellan Skarsgård, Stacy Martin, Shia LaBeouf, Christian Slater, Jamie Bell, Uma Thurman, Connie Nielsen, Udo Kier, Jesper Christensen, Caroline Goodall"
108729,"Enemy (2013)","2014-02-06","Denis Villeneuve","Jake Gyllenhaal, Mélanie Laurent, Isabella Rossellini, Sarah Gadon"
108932,"The Lego Movie (2014)","2014-02-07","Phil Lord","Will Arnett,Elizabeth Banks,Alison Brie,Anthony Daniels,Charlie Day,Will Ferrell,Will Forte,Dave Franco,Morgan Freeman,Jonah Hill,Jake Johnson,Keegan-Michael Key,Liam Neeson,Shaquille O'Neal,Nick Offerman,Chris Pratt,Cobie Smulders,Jorma Taccone,Channing Tatum,Billy Dee Williams"
108945,"RoboCop (2014)","2014-02-12","José Padilha","Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish, Jackie Earle Haley, Michael K. Williams, Jennifer Ehle, Jay Baruchel, Marianne Jean-Baptiste, Samuel L. Jackson, Aimee Garcia, Zach Grenier"
108981,"Nymphomaniac: Volume II (2013)","2014-04-04","Lars von Trier","Charlotte Gainsbourg, Stellan Skarsgård, Willem Dafoe, Jamie Bell, Shia LaBeouf, Connie Nielsen, Uma Thurman"
109374,"Grand Budapest Hotel, The (2014)","2014-03-07","Wes Anderson","Saoirse Ronan, Bill Murray, Tilda Swinton, Edward Norton, Ralph Fiennes, Léa Seydoux, Jude Law, Owen Wilson, Adrien Brody, Willem Dafoe, Jeff Goldblum, Bob Balaban, Jason Schwartzman, Harvey Keitel, Tom Wilkinson, F. Murray Abraham, Mathieu Amalric, Karl Markovics"
109487,"Interstellar (2014)","2014-11-07","Christopher Nolan","Matthew McConaughey, Anne Hathaway, Jessica Chastain, Wes Bentley, Topher Grace, Michael Caine, Casey Affleck, John Lithgow, Ellen Burstyn, David Oyelowo, William Devane, Bill Irwin, Matt Damon"
109633,"Garden of Words, The (Koto no ha no niwa) (2013)","2013-05-31","Makoto Shinkai","Miyu Irino, Kana Hanazawa, Fumi Hirano"
109673,"300: Rise of an Empire (2014)","2014-03-07","Noam Murro","Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson, Callan Mulvey, David Wenham, Rodrigo Santoro, Ashraf Barhom"
109848,"Under the Skin (2013)","2014-04-04","Jonathan Glazer","Scarlett Johansson, Paul Brannigan"
110102,"Captain America: The Winter Soldier (2014)","2014-04-04","Anthony Russo","Chris Evans, Scarlett Johansson, Sebastian Stan, Anthony Mackie, Cobie Smulders, Frank Grillo, Emily VanCamp, Hayley Atwell, Robert Redford, Samuel L. Jackson, Toby Jones, Callan Mulvey, Jenny Agutter, Chin Han, Garry Shandling, Georges St-Pierre, Steven Culp, Gary Sinise, Dominic Cooper, Alan Dale, Thomas Kretschmann, Elizabeth Olsen"
110127,"Noah (2014)","2014-03-28","Darren Aronofsky","Russell Crowe, Jennifer Connelly, Ray Winstone, Anthony Hopkins, Emma Watson, Logan Lerman, Douglas Booth, Nick Nolte, Mark Margolis, Kevin Durand, Leo McHugh Carroll, Marton Csokas, Finn Wittrock, Frank Langella"
110553,"The Amazing Spider-Man 2 (2014)","2014-04-24","Marc Webb","Andrew Garfield,Emma Stone,Jamie Foxx,Dane DeHaan,Colm Feore,Felicity Jones,Paul Giamatti,Sally Field,Embeth Davidtz,Campbell Scott,Marton Csokas,B.J. Novak,Sarah Gadon,Martin Sheen"
110586,"Calvary (2014)","2014-08-01","John Michael McDonagh","Brendan Gleeson, Kelly Reilly, Chris O'Dowd, Aidan Gillen, Dylan Moran, Isaach De Bankolé, M. Emmet Walsh, Marie-Josée Croze, Domhnall Gleeson, David Wilmot"
110591,"Oculus (2013)","2014-04-11","Mike Flanagan","Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane, Annalise Basso, James Lafferty, Miguel Sandoval"
110730,"Transcendence (2014)","2014-04-18","Wally Pfister","Johnny Depp, Rebecca Hall, Paul Bettany, Cillian Murphy, Kate Mara, Cole Hauser, Morgan Freeman, Clifton Collins Jr., Josh Stewart, Xander Berkeley, Lukas Haas, Wallace Langham, Chris Gartin"
110882,"Locke (2013)","2014-04-25","Steven Knight","Tom Hardy, Olivia Colman, Ruth Colman, Andrew Scott, Ben Daniels, Tom Holland"
111113,"Neighbors (2014)","2014-05-09","Nicholas Stoller","Seth Rogen, Rose Byrne, Zac Efron, Brian Huskey, Ike Barinholtz, Carla Gallo, Dave Franco, Christopher Mintz-Plasse, Craig Roberts, Andy Samberg, Akiva Schaffer, Jorma Taccone, Adam DeVine, Jake Johnson, Jason Mantzoukas, Lisa Kudrow, Randall Park"
111360,"Lucy (2014)","2014-08-08","Luc Besson","Scarlett Johansson, Morgan Freeman, Amir Waked, Choi Min-sik"
111362,"X-Men: Days of Future Past (2014)","2014-05-22","Bryan Singer","Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult, Anna Paquin, Ellen Page, Peter Dinklage, Shawn Ashmore, Omar Sy, Evan Peters, Josh Helman, Daniel Cudmore, Bingbing Fan, Adan Canto, Booboo Stewart, Ian McKellen, Patrick Stewart, Lucas Till, Evan Jonigkeit, Mark Camacho, Michael Lerner, Famke Janssen, James Marsden"
111364,"Godzilla (2014)","2014-05-16","Gareth Edwards","Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe, Sally Hawkins, Juliette Binoche, David Strathairn, Richard T. Jones, Victor Rasuk, Patrick Sabongui, Garry Chalk, Hiro Kanagawa, Al Sapienza"
111384,"Blue Ruin (2013)","2014-04-10","Jeremy Saulnier","Macon Blair, Devin Ratray, Amy Hargreaves"
